"location","year","labor_health_FTE","labor_health_HRS","labor_health_JOB","labor_health_PER","labor_total_FTE","labor_total_HRS","labor_total_JOB","labor_total_PER","labor_health_per_capita","labor_total_per_capita","labor_health_share_PER","labor_health_share_FTE","labor_health_share_JOB"
"EST",2002,NA,49.0594,28.71,27.42,NA,1169.98,618.65,592.61,19.8192988796531,428.341163715215,0.0462698908219571,NA,0.0464075002020529
"EST",2003,NA,59.095,31.01,29.77,NA,1179.7997,620.14,595.96,21.6477603257708,433.362420011635,0.0499530169810054,NA,0.0500048376173122
"EST",2004,NA,63.5604,31.59,30.56,NA,1202.5907,625.83,603.98,22.3669765058918,442.055185537583,0.0505977019106593,NA,0.0504769665883706
"EST",2005,NA,54.8679,30.62,29.49,NA,1234.5435,639.04,617.7,21.7013761130326,454.558834351314,0.0477416221466731,NA,0.0479156234351527
"EST",2006,NA,57.2804,29.62,28.23,NA,1266.7208,654.54,632.55,20.9002739320352,468.312726734286,0.0446288830922457,NA,0.0452531548874018
"EST",2007,NA,57.9358,27.98,26.31,NA,1278.1218,664.89,642.52,19.5919279171941,478.457070519026,0.0409481416920874,NA,0.0420821489268902
"EST",2008,NA,44.6522,26.43,24.85,NA,1201.9139,643.75,620.77,18.5669456066946,463.815002988643,0.0400309293297034,NA,0.0410563106796117
"EST",2009,NA,44.212,26.3,24.54,NA,1115.8136,613.76,589.03,18.3723890095081,440.98974320581,0.0416617150230039,NA,0.0428506256517205
"EST",2010,NA,50.0641,27.28,25.67,NA,1068.184,597.71,569.66,19.2529813245331,427.255681392035,0.0450619667872064,NA,0.045640862625688
"EST",2011,NA,48.2258,28.13,26.35,NA,1089.0982,605.3,575.33,19.8164999623975,432.676543581259,0.0457998018528497,NA,0.0464728233933587
"EST",2012,NA,48.6731,28.74,26.65,NA,1120.318,624.25,592.93,20.110172049502,447.426803501358,0.0449462837097128,NA,0.0460392470965158
"EST",2013,NA,53.8321,30.37,27.8,NA,1122.0749,630.84,600.18,21.0574155430995,454.612937433722,0.0463194375020827,NA,0.0481421596601357
"EST",2014,NA,56.0399,32.45,29.29,NA,1133.4808,640.64,609.86,22.2602219182247,463.489892080863,0.0480274161282917,NA,0.0506524725274725
"EST",2015,NA,55.2649,33.31,30.15,NA,1146.0672,649.13,617.75,22.9574354679053,470.379958882205,0.0488061513557264,NA,0.0513148367815384
"EST",2016,NA,56.6059,32.62,29.39,NA,1167.7927,663.27,629.63,22.3345238999924,478.478607796945,0.0466782078363483,NA,0.0491805750297767
"EST",2017,NA,NA,31.71,28.88,NA,1175.282,675.03,638.5,21.9519610823959,485.329887503801,0.0452310101801096,NA,0.0469756899693347
"EST",2018,NA,NA,31.37,28.29,NA,1188.5986,685.99,646.59,21.4464407550603,490.175119399591,0.0437526098454971,NA,0.0457295295849794
"EU15",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU15",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU28",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU28",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU28",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU28",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU28",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU28",2000,NA,17988.2216,NA,11246.060394,NA,365161.3645,NA,215036.2203,23.0906622017513,441.51716691276,0.0522984471095635,NA,NA
"EU28",2001,NA,18007.248,NA,11380.36276,NA,365969.281,NA,216590.9693,23.319322694822,443.813155380558,0.0525431083150889,NA,NA
"EU28",2002,NA,18300.6023,NA,11621.435705,NA,364901.1896,NA,216463.5396,23.7615129893,442.587416776941,0.0536877283189358,NA,NA
"EU28",2003,NA,18577.6081,NA,11909.961039,NA,364684.1019,NA,217237.2122,24.2591546890754,442.486009628943,0.0548246818230896,NA,NA
"EU28",2004,NA,18805.0797,NA,12025.318269,NA,367704.1163,NA,218667.0497,24.4011577538672,443.707938197142,0.0549937372160009,NA,NA
"EU28",2005,NA,19046.1842,NA,12148.85244,NA,371342.819,NA,220897.7923,24.5475831635716,446.339022875943,0.05499761819032,NA,NA
"EU28",2006,NA,19346.6175,NA,12346.932731,NA,377465.9879,NA,224686.436,24.857969664081,452.359199786951,0.0549518384411955,NA,NA
"EU28",2007,NA,19607.0704,NA,12473.173459,NA,385014.9736,NA,228889.8412,25.0101597754374,458.950684699726,0.0544942204232697,NA,NA
"EU28",2008,NA,20081.6054,NA,12747.108386,NA,388275.9891,NA,231215.6266,25.4589238245779,461.791085978882,0.0551308255996569,NA,NA
"EU28",2009,NA,20328.1997,NA,12966.878862,NA,376642.2823,NA,227222.2542,25.804792606218,452.184616479402,0.0570669405056893,NA,NA
"EU28",2010,NA,20568.4332,NA,13181.685796,NA,373225.1315,NA,225675.2799,26.1680676219123,448.006884431217,0.0584099676395261,NA,NA
"EU28",2011,NA,20605.3258,NA,13220.98549,NA,374144.8474,NA,225986.3032,26.1885752804647,447.641313741969,0.0585034814180721,NA,NA
"EU28",2012,NA,20658.2596,NA,13298.61709,NA,369148.63,NA,225123.2823,26.2796494881823,444.870388434736,0.0590725977079448,NA,NA
"EU28",2013,NA,20840.1375,NA,13458.865105,NA,366544.408,NA,224528.69,26.5411368618733,442.774828651284,0.0599427409699847,NA,NA
"EU28",2014,NA,21239.7349,NA,13693.65998,NA,370602.4125,NA,226842.9121,26.9404921768074,446.283879380672,0.060366267798411,NA,NA
"EU28",2015,NA,21476.2714,NA,13897.466101,NA,374103.3344,NA,229324.6037,27.2631362664094,449.873946406933,0.0606017229585209,NA,NA
"EU28",2016,NA,NA,NA,NA,NA,379157.5762,NA,232143.0537,NA,454.017664344419,NA,NA,NA
"EU28",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EU28",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN",1980,NA,188.4,NA,121.7,NA,4224.6,NA,2360.1,25.4629145308087,493.796422219897,0.051565611626626,NA,NA
"FIN",1981,NA,194.6,NA,126.2,NA,4278.9,NA,2398.8,26.2916666666667,499.75,0.0526096381524095,NA,NA
"FIN",1982,NA,203,NA,132.1,NA,4287.7,NA,2413.7,27.3674615177443,500.051793076302,0.0547292538426482,NA,NA
"FIN",1983,NA,207.2,NA,135.3,NA,4249.8,NA,2406.3,27.8635858149018,495.551711355492,0.0562274030669493,NA,NA
"FIN",1984,NA,215.7,NA,141.3,NA,4253.5,NA,2414.2,28.9442418779958,494.530705887173,0.05852870516113,NA,NA
"FIN",1985,NA,222.8,NA,145.9,NA,4259.4,NA,2425.8,29.7621476071968,494.83905185427,0.060145106768901,NA,NA
"FIN",1986,NA,227.2,NA,149,NA,4203,NA,2416.5,30.2956366150218,491.338294497987,0.0616594247879164,NA,NA
"FIN",1987,NA,233.5,NA,153.2,NA,4262.1,NA,2440.7,31.0618195089313,494.860201536871,0.0627688777809645,NA,NA
"FIN",1988,NA,237.9,NA,156.3,NA,4285,NA,2448.7,31.5980996664308,495.036894774083,0.0638297872340426,NA,NA
"FIN",1989,NA,240.3,NA,158.2,NA,4334.3,NA,2476.7,31.8668922729836,498.892111836274,0.0638753179634191,NA,NA
"FIN",1990,NA,242.2,NA,159.7,NA,4261.5,NA,2468.4,32.0271137493984,495.026472003851,0.0646977799384216,NA,NA
"FIN",1991,NA,242,NA,159.6,NA,3981,NA,2331.7,31.8327781877655,465.065719927399,0.0684479135394776,NA,NA
"FIN",1992,NA,235.6,NA,155.4,NA,3713.4,NA,2176.1,30.8211027370091,431.594605315351,0.0714121593676761,NA,NA
"FIN",1993,NA,220.9,NA,145.8,NA,3498.9,NA,2051.1,28.777830412127,404.843675982946,0.0710838086880211,NA,NA
"FIN",1994,NA,220.8,NA,145.6,NA,3483.9,NA,2017.5,28.6146650158206,396.497848004245,0.0721685254027261,NA,NA
"FIN",1995,NA,224.8,NA,147.6,NA,3566.6,NA,2058.7,28.8969810877481,403.050236892596,0.0716957303152475,NA,NA
"FIN",1996,NA,229.2,NA,150.3,NA,3623.8,NA,2093.5,29.3291183702143,408.519689341607,0.0717936470026272,NA,NA
"FIN",1997,NA,231,NA,151.5,NA,3737.8,NA,2164.6,29.4758550916378,421.144791626133,0.069989836459392,NA,NA
"FIN",1998,NA,232.5,NA,152.1,NA,3789.7,NA,2207.8,29.5139225768895,428.407878141069,0.0688921097925537,NA,NA
"FIN",1999,NA,232.9,NA,152.4,NA,3867,NA,2253.3,29.5034362598006,436.221082179847,0.0676341365996538,NA,NA
"FIN",2000,NA,237.5,NA,155.8,NA,3920.5,NA,2299.8,30.099300645261,444.302770372088,0.0677450213062005,NA,NA
"FIN",2001,NA,244.1,NA,160.7,NA,3946.8,NA,2335.5,30.9753276792598,450.173477255204,0.068807535859559,NA,NA
"FIN",2002,NA,250,NA,164.1,NA,3978.1,NA,2364.4,31.5540514556013,454.639849248164,0.0694045000845881,NA,NA
"FIN",2003,NA,252.5,NA,166.8,NA,3973.1,NA,2370,31.996930750048,454.632649146365,0.070379746835443,NA,NA
"FIN",2004,NA,256.1,NA,168.8,NA,3997.1,NA,2382.5,32.2864465781722,455.701771164072,0.0708499475341028,NA,NA
"FIN",2005,NA,259.4,NA,171.1,NA,4032.4,NA,2418.9,32.6147042564953,461.085377709155,0.0707346314440448,NA,NA
"FIN",2006,NA,262,NA,172.5,NA,4095.2,NA,2464.4,32.7554449993354,467.956629891955,0.069996753773738,NA,NA
"FIN",2007,NA,264.4,NA,173.2,NA,4176.4,NA,2518.9,32.7490687692628,476.279615028268,0.0687601730914288,NA,NA
"FIN",2008,NA,271,NA,176.8,NA,4258.7,NA,2575.1,33.2743629314563,484.642601723943,0.0686575278629956,NA,NA
"FIN",2009,NA,275.5,NA,180,NA,4097.3,NA,2509.8,33.7148101668883,470.096836426979,0.071718862060722,NA,NA
"FIN",2010,NA,278.5,NA,181.8,NA,4086.1,NA,2494.7,33.8964089942947,465.134056755043,0.0728744939271255,NA,NA
"FIN",2011,NA,285.8,NA,185.8,NA,4132,NA,2534.5,34.4821186645139,470.370988994674,0.0733083448411916,NA,NA
"FIN",2012,NA,290.1,NA,189.6,NA,4140.2,NA,2556.1,35.0203176948652,472.127816771334,0.0741755017409335,NA,NA
"FIN",2013,NA,291,NA,190.2,NA,4089.6,NA,2536.7,34.9696635410921,466.390880676595,0.0749793038199235,NA,NA
"FIN",2014,NA,289.9,NA,189.8,NA,4065.2,NA,2525.7,34.745995423341,462.370709382151,0.075147483865859,NA,NA
"FIN",2015,NA,282.9,NA,185.5,NA,4056.1,NA,2523.8,33.8472767083295,460.505428336831,0.0735002773595372,NA,NA
"FIN",2016,NA,285,NA,187.1,NA,4072.3,NA,2535.2,34.04727676378,461.339690280785,0.0738008835594825,NA,NA
"FIN",2017,NA,285.8,NA,187.8,NA,4099.7,NA,2561.8,34.0946225627247,465.088413637849,0.0733078304317277,NA,NA
"FIN",2018,NA,295.8,NA,193.3,NA,4204.4,NA,2629.4,35.0422392226533,476.668721221131,0.0735148703126188,NA,NA
"FRA",1970,915.46575,1815.264,NA,995,20620.54505,42861.474,NA,21352,19.1552441090405,411.058062528877,0.0465998501311353,0.0443958075686268,NA
"FRA",1971,932.86081,1859.962,NA,1014,20698.90639,43026.862,NA,21452,19.3367531798852,409.08484143481,0.047268319970166,0.0450681206254781,NA
"FRA",1972,951.19299,1858.706,NA,1034,20809.56213,42151.975,NA,21584,19.5437276730867,407.961139357741,0.0479058561897702,0.0457094187786257,NA
"FRA",1973,971.45811,1898.731,NA,1055,21081.88379,42403.374,NA,21886,19.7813736335852,410.365064781655,0.0482043315361418,0.0460802326621686,NA
"FRA",1974,992.88359,1923.169,NA,1076,21288.13475,42091.608,NA,22088,20.0439625945382,411.460079728773,0.0487142339731981,0.0466402341802163,NA
"FRA",1975,1016.10953,1970.893,NA,1098,21151.53318,41193.222,NA,21917,20.3589705555144,406.3821108062,0.0500980973673404,0.0480395213601249,NA
"FRA",1976,1045.20572,2057.282,NA,1128,21320.43069,42127.493,NA,22100,20.8314096289867,408.133114184934,0.0510407239819005,0.0490236681987028,NA
"FRA",1977,1070.23486,2108.267,NA,1156,21495.46386,41637.795,NA,22298,21.2519533045317,409.927383031529,0.0518432146380841,0.0497888701993333,NA
"FRA",1978,1097.01776,2076.833,NA,1183,21669.52994,40722.561,NA,22387,21.6531829995973,409.763151151298,0.0528431679099477,0.0506248987881829,NA
"FRA",1979,1130.8301,2125.353,NA,1219,21795.45,40918.673,NA,22538,22.2149326626939,410.730231625754,0.0540864318040642,0.0518837693188257,NA
"FRA",1980,1156.25273,2164.969,NA,1244,21900.33774,40892.675,NA,22641,22.5538009681455,410.482803633265,0.054944569586149,0.0527961140931701,NA
"FRA",1981,1184.29574,2186.941,NA,1271,21880.44723,40386.411,NA,22618,22.9132864611502,407.751937984496,0.0561941816252542,0.0541257556370341,NA
"FRA",1982,1217.19464,2147.831,NA,1307,21938.44996,38876.959,NA,22677,23.4208404264851,406.361437147209,0.0576354897032235,0.0554822534052903,NA
"FRA",1983,1251.96174,2200.544,NA,1345,21904.27729,38424.647,NA,22652,23.9720533979717,403.728590015506,0.0593766554829596,0.0571560395910236,NA
"FRA",1984,1275.64907,2240.584,NA,1374,21785.25834,38077.956,NA,22536,24.3699118497366,399.709121867296,0.0609691160809372,0.0585556090311665,NA
"FRA",1985,1297.70757,2209.779,NA,1408,21709.66546,37200.74,NA,22487,24.8486666784321,396.855090623511,0.0626139547293992,0.0597755673569002,NA
"FRA",1986,1333.3924,2268.611,NA,1446,21809.61471,37247.803,NA,22597,25.3893561357611,396.765754218391,0.063990795238306,0.061137824658068,NA
"FRA",1987,1361.58778,2356.762,NA,1478,22000.24774,37829.015,NA,22797,25.8107329340062,398.110472731083,0.0648330920735185,0.0618896567025658,NA
"FRA",1988,1384.77316,2394.784,NA,1502,22247.824,38383.722,NA,23020,26.0791054623746,399.694412612425,0.0652476107732407,0.0622430831887199,NA
"FRA",1989,1414.77537,2446.789,NA,1535,22664.02408,38672.668,NA,23420,26.4938382408782,404.225206254962,0.0655422715627669,0.0624238381059821,NA
"FRA",1990,1431.91722,2406.888,NA,1551,22907.57771,38871.111,NA,23632,26.6238670694864,405.657786322439,0.0656313473256601,0.0625084519248369,NA
"FRA",1991,1430.14358,2450.159,NA,1551,22915.17452,38792.498,NA,23686,26.4910842385735,404.556944729111,0.0654817191589969,0.0624103289613524,NA
"FRA",1992,1422.84768,2443.854,NA,1544,22730.88969,38486.584,NA,23537,26.2410985910705,400.023793742246,0.0655988443726898,0.0625953361001067,NA
"FRA",1993,1441.32511,2480.7,NA,1565,22384.15943,37892.021,NA,23294,26.4827819612488,394.178864540147,0.067184682750923,0.0643904058362043,NA
"FRA",1994,1442.80362,2501.156,NA,1570,22429.40287,38001.521,NA,23411,26.4688527353958,394.689370311051,0.0670624919909444,0.0643264391995827,NA
"FRA",1995,1437.02406,2484.008,NA,1568,22573.8566,37860.648,NA,23645,26.3396606752898,397.194691752058,0.0663142313385494,0.0636587750805505,NA
"FRA",1996,1426.67715,2463.793,NA,1559,22584.49542,37981.757,NA,23779,26.0955441732784,398.028187874527,0.0655620505488036,0.0631706453240743,NA
"FRA",1997,1398.33895,2445.212,NA,1532,22710.14891,38236.449,NA,23963,25.5524977066133,399.683095655075,0.0639318950047991,0.0615733060818578,NA
"FRA",1998,1385.46961,2394.13,NA,1523,23041.18712,38652.533,NA,24382,25.309093326243,405.178144110609,0.0624641128701501,0.0601301314374292,NA
"FRA",1999,1386.86684,2411.246,NA,1526,23560.6964,39407.107,NA,24968,25.2285615090846,412.782912030684,0.0611182313361102,0.0588635758661191,NA
"FRA",2000,1397.31893,2326.194,NA,1538,24205.74517,39896.59,NA,25602,25.2532715958163,420.373380621644,0.0600734317631435,0.0577267471084428,NA
"FRA",2001,1417.45071,2312.786,NA,1552,24651.38827,39940.733,NA,25970,25.2982982330312,423.32268370607,0.0597612629957643,0.0574998330509846,NA
"FRA",2002,1443.58878,2302.106,NA,1575,24846.79665,39248.436,NA,26098,25.4870865428183,422.325069583792,0.0603494520652924,0.0580995932930453,NA
"FRA",2003,1463.80035,2357.575,NA,1597,24859.77823,39346.938,NA,26105,25.6608017996304,419.458504057203,0.0611760199195556,0.0588822770845772,NA
"FRA",2004,1503.86915,2445.515,NA,1637,24908.2561,40018.107,NA,26141,26.1105351303932,416.955100087726,0.0626219348915497,0.0603763324081127,NA
"FRA",2005,1528.1769,2499.557,NA,1661,25085.1881,40325.77,NA,26321,26.294959473151,416.682497467072,0.0631055051099882,0.0609194913710852,NA
"FRA",2006,1549.52252,2508.54,NA,1680,25370.14485,40309.903,NA,26607,26.4113568834599,418.289864641796,0.0631412786108919,0.0610766130489791,NA
"FRA",2007,1566.58303,2601.168,NA,1698,25703.35954,41481.724,NA,26992,26.5300064059497,421.730231395403,0.0629075281564908,0.0609485708497388,NA
"FRA",2008,1578.81207,2639.625,NA,1719,25817.12017,41854.515,NA,27129,26.7087211199329,421.513028076009,0.0633639279000332,0.0611536863757024,NA
"FRA",2009,1596.6498,2697.583,NA,1765,25476.0892,41071.989,NA,26819,27.2831261979843,414.564397452544,0.0658115515119878,0.0626724842838123,NA
"FRA",2010,1622.15716,2761.857,NA,1787,25415.06373,41337.553,NA,26846,27.4876559351494,412.94550153051,0.0665648513745064,0.0638266020983926,NA
"FRA",2011,1648.82944,2832.895,NA,1807,25530.68564,41825.166,NA,27048,27.6595744680851,414.021123526711,0.066807157645667,0.0645822624292044,NA
"FRA",2012,1659.71979,2841.318,NA,1828,25495.12549,41819.5,NA,27140,27.8442064858113,413.398120363742,0.0673544583640383,0.0650994948289623,NA
"FRA",2013,NA,2851.315,NA,1860,25439.86324,41498.52,NA,27190,28.1856616811383,412.025882317286,0.068407502758367,NA,NA
"FRA",2014,NA,2890.232,NA,1887,NA,41496.047,NA,27334,28.4563879840753,412.20291953191,0.0690349015877662,NA,NA
"FRA",2015,NA,2945.245,NA,1908,NA,41620.196,NA,27391,28.6568240188642,411.393640828465,0.0696579168339966,NA,NA
"FRA",2016,NA,2957.288,NA,1929,NA,41958.886,NA,27567,28.8651463458431,412.506733704435,0.0699749700729133,NA,NA
"FRA",2017,NA,2932.925,NA,1939,NA,41912.452,NA,27842,28.9131115518244,415.161862726093,0.0696429854177142,NA,NA
"FRA",2018,NA,NA,NA,NA,NA,42043.304,NA,28114,NA,417.902904539644,NA,NA,NA
"GBR",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR",1995,NA,2220.512,NA,1458.416,NA,44547.981,NA,25814.335,25.1342697113313,444.882981473503,0.0564963614208927,NA,NA
"GBR",1996,NA,2232.321,NA,1453.401,NA,45025.05,NA,26056.246,24.9879822570662,447.978921669761,0.05577937052022,NA,NA
"GBR",1997,NA,2245.759,NA,1499.587,NA,45224.433,NA,26522.786,25.7157286414926,454.827074115993,0.0565395731805852,NA,NA
"GBR",1998,NA,2270.514,NA,1492.608,NA,46097.51,NA,26793.534,25.525575032065,458.204942283027,0.0557077688967793,NA,NA
"GBR",1999,NA,2310.718,NA,1509.458,NA,46515.689,NA,27167.074,25.7217981051053,462.938347760889,0.0555620380759444,NA,NA
"GBR",2000,NA,2353.064,NA,1570.187,NA,46697.399,NA,27483.297,26.6648609177054,466.720391943756,0.0571324102781409,NA,NA
"GBR",2001,NA,2434.655,NA,1627.494,NA,47074.507,NA,27711.399,27.5319134538934,468.786882749987,0.0587301276272627,NA,NA
"GBR",2002,NA,2542.854,NA,1696.881,NA,46982.89,NA,27943.904,28.5833810598659,470.705521679076,0.0607245501559124,NA,NA
"GBR",2003,NA,2600.56,NA,1747.966,NA,47113.495,NA,28223.073,29.3100927276691,473.247698576387,0.0619339361096504,NA,NA
"GBR",2004,NA,2696.671,NA,1812.608,NA,47212.425,NA,28533.454,30.235329441201,475.954195162636,0.0635257126599535,NA,NA
