"location","year","labor_health_FTE","labor_health_HRS","labor_health_JOB","labor_health_PER","labor_total_FTE","labor_total_HRS","labor_total_JOB","labor_total_PER","labor_health_per_capita","labor_total_per_capita","labor_health_share_PER","labor_health_share_FTE","labor_health_share_JOB"
"NZL",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2013,NA,248.248,NA,158.1,NA,3966.352,NA,2273.3,35.4484304932735,509.708520179372,0.0695464742884793,NA,NA
"NZL",2014,NA,251.94,NA,158.2,NA,4032.08,NA,2323.8,34.8919276576974,512.527569475077,0.0680781478612617,NA,NA
"NZL",2015,NA,253.4376,NA,158,NA,4119.6844,NA,2369.1,34.0891928628449,511.143713995987,0.066691992739859,NA,NA
"NZL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECDE",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTF",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PER",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PER",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PER",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PER",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PER",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PER",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PER",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PER",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",1995,NA,1503.5412,NA,734.8,NA,30784.7301,NA,14786.9,19.1979098628347,386.333115610712,0.0496926333443791,NA,NA
"POL",1996,NA,1475.495,NA,722.7,NA,31156.0966,NA,14964.1,18.8748726788373,390.819817702212,0.0482955874392713,NA,NA
"POL",1997,NA,1438.5649,NA,706.6,NA,31596.516,NA,15177.1,18.4529405619973,396.351718374595,0.0465569838770253,NA,NA
"POL",1998,NA,1404.0318,NA,691.1,NA,31964.7241,NA,15354.4,18.0519276982551,401.065719360568,0.0450098994425051,NA,NA
"POL",1999,NA,1343.5783,NA,661.6,NA,31197.5748,NA,14853.6,17.2876927096943,388.126469819702,0.0445413906393063,NA,NA
"POL",2000,NA,1304.4002,NA,675.8,NA,30219.1682,NA,14516.6,17.6652028439983,379.459431200335,0.0465536007053993,NA,NA
"POL",2001,NA,1241.4179,NA,605.9,NA,29577.5752,NA,14194.8,15.8401087553267,371.096180492013,0.0426846450812974,NA,NA
"POL",2002,NA,1265.3776,NA,616.4,NA,28612.9132,NA,13766.3,16.1226197949362,360.072713956895,0.0447760109833434,NA,NA
"POL",2003,NA,1293.0642,NA,631.6,NA,28357.4535,NA,13606.1,16.5361958371515,356.227254876293,0.0464203555758079,NA,NA
"POL",2004,NA,1243.3304,NA,607.9,NA,28683.7967,NA,13760.3,15.9219486642221,360.405971712939,0.0441778158906419,NA,NA
"POL",2005,NA,1241.8372,NA,607.3,NA,29225.1838,NA,14057,15.9141531930505,368.360367914887,0.0432026748239311,NA,NA
"POL",2006,NA,1304.3927,NA,640.5,NA,30176.5173,NA,14503.9,16.7969159760831,380.360327284171,0.0441605361316611,NA,NA
"POL",2007,NA,1292.7364,NA,636.2,NA,31488.1167,NA,15155.9,16.6911533214398,397.625669010389,0.0419770518411972,NA,NA
"POL",2008,NA,1307.9708,NA,647.2,NA,32558.7402,NA,15731.9,16.9797460384091,412.737433098961,0.0411393410840394,NA,NA
"POL",2009,NA,1340.1515,NA,663.2,NA,32431.4276,NA,15789.4,17.2335836603175,410.295455136034,0.0420028626800258,NA,NA
"POL",2010,NA,1373.7037,NA,687.9,NA,31490.6706,NA,15370.3,17.8596463899058,399.052366487525,0.0447551446621081,NA,NA
"POL",2011,NA,1353.2557,NA,678.5,NA,31588.5383,NA,15457.3,17.6114831542335,401.217359705134,0.0438951175172896,NA,NA
"POL",2012,NA,1362.8334,NA,683.4,NA,31544.0362,NA,15474.9,17.734987283957,401.590802927285,0.0441618362638854,NA,NA
"POL",2013,NA,1423.5273,NA,711.4,NA,31465.0376,NA,15463.8,18.476962235728,401.636278634876,0.0460042162987105,NA,NA
"POL",2014,NA,1428.4146,NA,718.9,NA,32112.0351,NA,15731,18.6804905934934,408.767279908533,0.0456995740893777,NA,NA
"POL",2015,NA,1426.648,NA,712.7,NA,32722.6763,NA,15970,18.5333506696138,415.290599401898,0.044627426424546,NA,NA
"POL",2016,NA,1457.7338,NA,728.5,NA,33028.2017,NA,16099.7,18.9580243058266,418.968433653421,0.0452492903594477,NA,NA
"POL",2017,NA,1456.3531,NA,726.4,NA,33108.9798,NA,16315,18.9058351985841,424.626516058508,0.0445234446828072,NA,NA
"POL",2018,NA,NA,NA,NA,NA,32769.6585,NA,16369.1,NA,426.134381589566,NA,NA,NA
"PRT",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1995,NA,290.0692,187.422,152.154,NA,8594.7264,5023.602,4528.984,15.175639823662,451.714906943807,0.0335956143806205,NA,0.0373082899481289
"PRT",1996,NA,299.9446,192.892,156.739,NA,8743.5947,5135.419,4604.874,15.5743797136299,457.563568795397,0.0340376305627472,NA,0.0375611026091542
"PRT",1997,NA,307.6448,198.099,159.341,NA,8948.8707,5303.944,4725.552,15.762291027797,467.459887229202,0.0337190237246358,NA,0.0373493762377582
"PRT",1998,NA,318.7738,203.739,165.493,NA,9275.0772,5456.952,4858.132,16.2883604653452,478.153185960906,0.0340651509674912,NA,0.0373356774990874
"PRT",1999,NA,341.669,217.381,178.347,NA,9427.1958,5526.878,4933.24,17.4545401162677,482.808432343557,0.036152102877622,NA,0.0393316081882032
"PRT",2000,NA,352.8775,224.394,183.079,NA,9683.2016,5672.842,5041.861,17.7921068231956,489.981535291888,0.0363117904281772,NA,0.0395558346239857
"PRT",2001,NA,352.1911,224.891,184.309,NA,9767.3411,5736.97,5130.092,17.7858087178052,495.053605720517,0.0359270360063718,NA,0.0392003095710802
"PRT",2002,NA,364.0717,232.356,191.16,NA,9769.3424,5764.619,5149.933,18.3461937118507,494.254385964912,0.0371189295084033,NA,0.0403072605492228
"PRT",2003,NA,374.2371,234.897,193.854,NA,9639.1318,5713.211,5100.191,18.5350135770834,487.645905840058,0.0380091647548102,NA,0.041114707648641
"PRT",2004,NA,378.8525,237.674,196.162,NA,9602.1289,5673.954,5064.184,18.7107851085951,483.043905416877,0.0387351644411025,NA,0.041888601846261
"PRT",2005,NA,396.3181,245.602,202.335,NA,9568.4675,5668.447,5040.959,19.2639456170918,479.940494892082,0.0401381959266084,NA,0.0433279167997866
"PRT",2006,NA,397.6424,245.844,201.728,NA,9546.4964,5672.797,5060.864,19.1714739172995,480.965568364331,0.0398603874753402,NA,0.0433373519271005
"PRT",2007,NA,399.1476,249.883,202.461,NA,9634.638,5738.266,5061.579,19.2033576780802,480.089063833823,0.0399995732556975,NA,0.0435467787655713
"PRT",2008,NA,413.0935,257.707,208.429,NA,9603.284,5748.756,5080.126,19.7409596332708,481.154552859389,0.0410283130772741,NA,0.0448283072024626
"PRT",2009,NA,425.2225,263.532,214.806,NA,9343.7178,5599.771,4941.686,20.325694063322,467.59959122651,0.0434681604618343,NA,0.0470612101816306
"PRT",2010,NA,425.669,264.887,215.649,NA,9224.5236,5513.649,4871.325,20.3960049559732,460.728168654415,0.0442690643716032,NA,0.0480420498294324
"PRT",2011,NA,421.13,263.101,215.626,NA,8935.3669,5364.189,4776.728,20.4237705539138,452.444494960976,0.0451409416655083,NA,0.0490476752403765
"PRT",2012,NA,414.6221,258.755,211.44,NA,8489.8396,5103.479,4581.449,20.1087990261346,435.714326473162,0.0461513377099691,NA,0.0507016880053783
"PRT",2013,NA,416.5884,257.948,210.75,NA,8291.6297,4972.076,4450.167,20.1533856731661,425.556023065227,0.0473577733150239,NA,0.0518793357140961
"PRT",2014,NA,425.0062,261.475,212.903,NA,8443.0555,5026.981,4512.987,20.4692772879792,433.895164934478,0.0471756289127356,NA,0.0520143203246641
"PRT",2015,NA,434.3255,267.481,215.94,NA,8596.1429,5108.957,4575.823,20.8474527181626,441.762775026308,0.0471915106856187,NA,0.0523553046150124
