"location","year","hospital_employment","hospital_hc_assistants","hospital_hc_other","hospital_non_hc_staff","pa_caring","pa_dentists","pa_midwives","pa_nurses_all","pa_nurses_assoc","pa_nurses_pro","pa_pharmacists","pa_physicians","prac_physiotherapists","total_hns","pa_usually_mentioned"
"NLD",1990,210.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1991,218.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1992,225.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1993,227.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1994,227.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1995,233.036,NA,NA,NA,NA,6.344,NA,NA,NA,NA,NA,NA,NA,876,NA
"NLD",1996,236.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,NA
"NLD",1997,242.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933,NA
"NLD",1998,255.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967,NA
"NLD",1999,261.026,6.86,52.365,105.988,NA,7.02,1.71,160.53,NA,NA,3.22,37.638,22.53,993,198.168
"NLD",2000,266.469,7.317,53.474,110.213,NA,7.19,1.825,163.915,NA,NA,3.31,38.903,23.61,1006,202.818
"NLD",2001,272.37,10.51,57.195,107.2,NA,7.47,1.94,170.015,NA,NA,3.405,40.355,25.73,1049,210.37
"NLD",2002,231.15,9.493,49.308,88.478,NA,7.59,2.055,175.61,NA,NA,3.555,41.589,26.545,1105,217.199
"NLD",2003,242.8,6.578,52.913,93.928,NA,7.74,2.155,180.34,NA,NA,3.735,42.447,27.085,1152,222.787
"NLD",2004,245.6,9.568,53.387,92.806,NA,7.805,2.285,182.745,NA,NA,3.79,43.111,27.565,1152,225.856
"NLD",2005,240.31,6.841,49.839,98.611,NA,7.97,2.465,185.49,NA,NA,3.87,44.186,28.485,1191,229.676
"NLD",2006,250.92,7.391,50.107,101.558,NA,8.155,2.64,186.495,NA,NA,4.07,45.688,29.46,1225,232.183
"NLD",2007,257.47,7.944,59.775,93.436,NA,8.175,2.765,186.605,NA,NA,4.035,45.763,30.46,1261,232.368
"NLD",2008,268.05,9.872,56.442,103.111,NA,8.295,2.9,191.855,NA,NA,4.095,47.202,31.45,1305,239.057
"NLD",2009,278.27,8.982,59.245,108.232,NA,8.535,3.07,192.82,NA,NA,4.105,48.312,32.635,1341,241.132
"NLD",2010,283.16,11.404,169.115,NA,NA,8.665,3.2,195.43,NA,NA,4.135,49.242,33.535,1394,244.672
"NLD",2011,287.27,10.217,173.199,NA,NA,9.06,3.264,198.849,NA,NA,4.295,52.295,34.905,1420,251.144
"NLD",2012,290.334,17.537,168.79,NA,NA,9.11,3.549,203.261,NA,NA,4.368,54.511,35.68,1436,257.772
"NLD",2013,288.933,19.048,164.708,NA,NA,9.085,3.676,205.514,NA,NA,4.487,55.681,36.315,1427,261.195
"NLD",2014,264.61,17.315,147.567,NA,NA,9.19,NA,NA,NA,NA,3.977,NA,30.65,1397,NA
"NLD",2015,273.8065,16.33581,159.8117,NA,NA,9.595,NA,NA,NA,NA,5.37,NA,31.635,1378,NA
"NLD",2016,255.94076,16.8883,140.22847,NA,NA,9.675,NA,NA,NA,NA,5.49,NA,32.63,1373,NA
"NLD",2017,260.97951,18.55158,141.76093,NA,NA,NA,NA,NA,NA,NA,4.948,NA,32.93,1398,NA
"NOR",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA
"NOR",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
"NOR",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA
"NOR",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA
"NOR",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA
"NOR",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA
"NOR",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,NA
"NOR",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA
"NOR",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA
"NOR",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,NA
"NOR",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,NA
"NOR",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA
"NOR",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA
"NOR",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA
"NOR",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,NA
"NOR",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,NA
"NOR",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA
"NOR",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,NA
"NOR",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,NA
"NOR",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,NA
"NOR",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,NA
"NOR",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,321,NA
"NOR",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,NA
"NOR",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29,344,NA
"NOR",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.255,350,NA
"NOR",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.626,363,NA
"NOR",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.566,374,NA
"NOR",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.656,384,NA
"NOR",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84,394,NA
"NOR",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,NA
"NOR",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.201,412,NA
"NOR",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,NA
"NOR",2002,103.68,11.774,NA,46.165,NA,NA,NA,NA,NA,NA,2.64,NA,8.088,439,NA
"NOR",2003,105.575,11.541,NA,46.432,NA,NA,NA,NA,NA,NA,2.791,NA,8.446,442,NA
"NOR",2004,106.575,11.294,NA,46.585,NA,NA,NA,NA,NA,NA,2.851,NA,8.636,455,NA
"NOR",2005,108.201,10.954,16.293,30.605,NA,NA,NA,NA,NA,NA,2.945,NA,9.109,460,NA
"NOR",2006,107.649,10.059,19.139,27.038,NA,NA,NA,NA,NA,NA,3.126,NA,9.692,475,NA
"NOR",2007,107.132,10.043,19.323,26.192,NA,NA,NA,NA,NA,NA,3.345,NA,10.018,487,NA
"NOR",2008,104.493,9.297,18.685,24.862,92.001,4.662,2.8,90.267,0,90.267,3.579,21.916,10.374,501,112.183
"NOR",2009,112.89,11.686,19.332,27.165,106.679,4.724,2.87,93.499,0,93.499,3.715,22.489,10.623,512,115.988
"NOR",2010,113.073,11.324,19.362,26.662,106.918,4.822,2.871,94.726,0,94.726,3.832,23.248,10.93,520,117.974
"NOR",2011,113.078,11.022,18.93,26.286,108.027,4.888,2.959,96.504,0,96.504,3.959,23.617,11.195,535,120.121
"NOR",2012,109.133,10.65,16.835,25.329,108.758,4.906,3.054,98.709,0,98.709,4.182,24.453,11.348,545,123.162
"NOR",2013,109.345,10.246,16.989,25.013,109.98,5.008,3.078,101.277,0,101.277,4.327,25.156,11.622,554,126.433
"NOR",2014,109.661,10.121,16.439,25.051,110.726,5.037,3.154,103.538,0,103.538,4.536,26.018,11.879,561,129.556
"NOR",2015,112.998,10.31,17.243,24.707,112.202,5.206,3.189,106.051,0,106.051,4.718,26.615,12.354,569,132.666
"NOR",2016,114.158,10.133,17.096,25.541,113.563,5.282,3.247,107.789,0,107.789,5.005,27.378,12.581,576,135.167
"NOR",2017,114.082,9.67,17.131,25.395,114.614,5.33,3.264,109.738,0,109.738,5.168,28.393,12.823,NA,138.131
"NOR",2018,116.313,9.777,17.524,26.435,115.426,5.402,3.241,110.334,0,110.334,5.396,29.294,13.104,NA,139.628
"NZL",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,NA,NA,NA
"NZL",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.444,NA,NA,NA
"NZL",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.048,NA,NA,NA
"NZL",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.257,NA,NA,NA
"NZL",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.377,NA,NA,NA
"NZL",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.557,NA,NA,NA
"NZL",1980,NA,NA,NA,NA,NA,1.145,NA,19.195,NA,NA,NA,4.881,NA,NA,24.076
"NZL",1981,NA,NA,NA,NA,NA,NA,NA,20.341,NA,NA,NA,5.037,NA,NA,25.378
"NZL",1982,NA,NA,NA,NA,NA,NA,NA,22.022,NA,NA,NA,5.21,NA,NA,27.232
"NZL",1983,NA,NA,NA,NA,NA,1.142,NA,23.213,NA,NA,NA,5.403,NA,NA,28.616
"NZL",1984,NA,NA,NA,NA,NA,1.148,NA,26.012,NA,NA,NA,5.437,NA,NA,31.449
"NZL",1985,NA,NA,NA,NA,NA,1.176,NA,26.225,NA,NA,NA,5.556,NA,NA,31.781
"NZL",1986,NA,NA,NA,NA,NA,1.204,NA,27.75,NA,NA,NA,5.747,NA,NA,33.497
"NZL",1987,NA,NA,NA,NA,NA,1.219,NA,29.131,NA,NA,NA,6.095,NA,NA,35.226
"NZL",1988,NA,NA,NA,NA,NA,1.233,NA,33.495,NA,NA,NA,6.174,NA,NA,39.669
"NZL",1989,NA,NA,NA,NA,NA,1.215,NA,NA,NA,NA,NA,6.286,NA,NA,NA
"NZL",1990,NA,NA,NA,NA,NA,1.226,NA,31.255,NA,NA,NA,6.339,NA,NA,37.594
"NZL",1991,NA,NA,NA,NA,NA,1.262,NA,32.439,NA,NA,NA,6.575,NA,NA,39.014
"NZL",1992,NA,NA,NA,NA,NA,1.287,NA,31.062,NA,NA,NA,6.722,NA,NA,37.784
"NZL",1993,NA,NA,NA,NA,NA,1.306,NA,33.429,NA,NA,NA,6.872,NA,NA,40.301
"NZL",1994,NA,NA,NA,NA,NA,1.312,NA,34.674,NA,NA,NA,7.18,NA,NA,41.854
"NZL",1995,NA,NA,NA,NA,NA,1.346,NA,35.722,NA,NA,NA,7.53,NA,NA,43.252
"NZL",1996,NA,NA,NA,NA,NA,1.364,NA,36.303,NA,NA,NA,7.634,NA,NA,43.937
"NZL",1997,NA,NA,NA,NA,NA,1.473,NA,34.016,NA,NA,NA,8.224,NA,NA,42.24
"NZL",1998,NA,NA,NA,NA,NA,1.496,NA,36.763,NA,NA,NA,8.491,NA,NA,45.254
"NZL",1999,NA,NA,NA,NA,NA,1.558,NA,36.77,NA,NA,NA,8.616,NA,NA,45.386
"NZL",2000,NA,NA,NA,NA,NA,1.591,NA,36.976,3.911,33.065,NA,8.615,NA,NA,45.591
"NZL",2001,NA,NA,NA,NA,NA,1.601,NA,37.303,3.736,33.567,NA,8.491,NA,NA,45.794
"NZL",2002,NA,NA,NA,NA,NA,1.552,NA,37.097,3.706,33.391,NA,8.403,NA,NA,45.5
"NZL",2003,NA,NA,NA,NA,NA,1.582,NA,36.514,3.738,32.776,NA,8.79,NA,NA,45.304
"NZL",2004,NA,NA,NA,NA,NA,1.571,NA,38.484,3.7,34.784,NA,8.991,NA,NA,47.475
"NZL",2005,NA,NA,NA,NA,NA,1.638,NA,40.13,3.715,36.415,2.787,8.746,3.48,NA,48.876
"NZL",2006,NA,NA,NA,NA,NA,1.709,2.358,39.854,3.37,36.484,2.801,9.547,3.62,NA,49.401
"NZL",2007,NA,NA,NA,NA,NA,1.877,2.511,41.913,3.276,38.637,2.889,9.757,3.847,NA,51.67
"NZL",2008,NA,NA,NA,NA,NA,1.915,2.471,44.762,3.367,41.395,2.978,10.552,4.016,NA,55.314
"NZL",2009,NA,NA,NA,NA,NA,1.932,2.547,44.578,3.109,41.469,3.076,11.164,4.166,NA,55.742
"NZL",2010,NA,3.341,12.948,13.619,NA,NA,2.639,47.384,3.127,44.257,3.18,11.478,4.195,NA,58.862
"NZL",2011,NA,3.397,13.189,13.385,NA,NA,2.586,47.345,3.133,44.212,3.223,11.688,4.202,NA,59.033
"NZL",2012,NA,3.437,13.573,13.695,NA,NA,2.765,47.428,2.915,44.513,3.304,12.017,4.274,NA,59.445
"NZL",2013,NA,3.512,14.004,13.265,NA,NA,2.627,47.993,2.864,45.129,3.351,12.621,4.361,244.8,60.614
"NZL",2014,NA,3.56,14.139,13.423,NA,NA,2.823,48.916,2.783,46.133,3.406,13.11,4.514,250.3,62.026
"NZL",2015,NA,3.591,14.596,13.723,NA,NA,2.858,50.495,2.698,47.797,3.502,14.061,4.703,255.2,64.556
"NZL",2016,NA,3.767,14.712,13.732,NA,NA,2.951,51.607,2.525,49.082,3.577,14.754,4.909,NA,66.361
"NZL",2017,NA,3.802,14.924,14.16,NA,NA,2.929,52.255,2.534,49.721,3.718,15.739,5.113,NA,67.994
"NZL",2018,NA,4.012,15.155,14.64,NA,NA,2.991,53.595,2.488,51.107,3.787,16.318,NA,NA,69.913
"POL",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.539,NA,NA
"POL",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.695,NA,NA
"POL",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.929,NA,NA
"POL",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.016,NA,NA
"POL",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.956,NA,NA
"POL",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.249,NA,NA
"POL",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.739,NA,NA
"POL",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.983,NA,NA
"POL",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.433,NA,NA
"POL",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.051,NA,NA
"POL",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.698,NA,NA
"POL",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.963,NA,NA
"POL",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.085,887.5,NA
"POL",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.479,793.6,NA
"POL",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.871,807.3,NA
"POL",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.052,827.3,NA
"POL",2004,NA,NA,NA,NA,NA,NA,22.202,189.916,0,189.916,23.33,NA,15.971,796.2,NA
"POL",2005,NA,NA,NA,NA,NA,13.275,21.428,194.205,0,194.205,23.214,90.201,16.213,795.2,284.406
"POL",2006,NA,NA,NA,NA,NA,13.58,21.234,195.194,0,195.194,23.558,90.754,18.049,839.5,285.948
"POL",2007,NA,NA,NA,NA,NA,14.354,21.901,198.292,0,198.292,24.132,91.016,18.99,835.2,289.308
"POL",2008,NA,NA,NA,NA,NA,14.092,22.459,198.368,0,198.368,23.65,90.461,21.837,853.8,288.829
"POL",2009,NA,NA,NA,NA,NA,12.894,22.432,201.291,0,201.291,25.083,88.58,22.699,878.5,289.871
"POL",2010,NA,NA,NA,NA,NA,13.6,22.674,201.718,0,201.718,26.226,91.021,21.47,900.1,292.739
"POL",2011,NA,NA,NA,NA,NA,14.103,22.805,202.016,0,202.016,27.338,92.247,21.975,888.5,294.263
"POL",2012,NA,NA,NA,NA,NA,13.549,NA,NA,NA,NA,27.839,92.817,22.665,903.8,NA
"POL",2013,NA,NA,NA,NA,NA,13.295,22.985,201.777,0,201.777,28.363,92.203,23.126,938,293.98
"POL",2014,NA,NA,NA,NA,NA,14.149,22.533,200.484,0,200.484,28.753,95.482,24.594,933.6,295.966
"POL",2015,NA,NA,NA,NA,NA,13.307,22.571,198.248,0,198.248,28.712,93.587,25.145,943.8,291.835
"POL",2016,NA,NA,NA,NA,NA,14.405,23.068,197.228,0,197.228,30.281,99.836,26.003,964.8,297.064
"POL",2017,NA,NA,NA,NA,NA,14.346,22.936,195.146,0,195.146,30.228,97.835,26.495,978.4,292.981
"PRT",1985,69.469,NA,21.709,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1986,70.303,NA,23.209,32.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1987,71.152,NA,24.065,33.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1988,73.48,NA,24.661,34.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1989,76.772,NA,25.748,36.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1990,79.781,NA,26.458,37.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1991,82.595,NA,28.218,38.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1992,84.22,NA,28.392,39.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1993,83.402,NA,29.808,36.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1994,88.528,NA,31.707,39.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1995,90.388,NA,32.763,39.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.618,NA
"PRT",1996,95.358,NA,34.524,41.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.366,NA
"PRT",1997,103.797,NA,37.958,46.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.786,NA
"PRT",1998,102.572,NA,37.969,45.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.63,NA
"PRT",1999,106.335,24.79,7.802,26.262,NA,NA,NA,NA,NA,NA,7.114,NA,0.98,276.186,NA
"PRT",2000,109.564,26.584,7.947,26.161,NA,NA,NA,NA,NA,NA,7.293,NA,1.048,284.304,NA
"PRT",2001,109.958,28.124,8.124,25.366,NA,NA,NA,NA,NA,NA,7.59,NA,1.068,289.111,NA
"PRT",2002,112.326,28.307,8.422,25.547,NA,NA,NA,NA,NA,NA,7.962,NA,1.1,301.958,NA
"PRT",2003,114.756,28.656,8.902,27.771,NA,NA,NA,NA,NA,NA,8.636,NA,1.122,303.442,NA
"PRT",2004,115.555,28.958,8.83,26.102,NA,NA,1.512,44.272,0,44.272,9.071,NA,1.152,308.395,NA
"PRT",2005,118.332,29.009,9.044,27.327,NA,NA,1.637,46.518,0,46.518,9.494,NA,1.217,314.919,NA
"PRT",2006,116.855,27.907,9.167,26.447,NA,NA,1.694,49.261,0,49.261,10.091,NA,1.218,317.086,NA
"PRT",2007,119.423,31.141,9.396,25.772,NA,NA,1.895,52.184,0,52.184,10.117,NA,1.274,319.798,NA
"PRT",2008,120.103,30.08,9.662,26.296,NA,NA,2.029,54.68,0,54.68,10.729,NA,1.353,330.56,NA
"PRT",2009,123.31,31.202,9.967,24.916,NA,NA,2.171,57.43,0,57.43,11.347,NA,1.37,340.864,NA
"PRT",2010,127.48,31.334,10.17,25.388,NA,NA,2.327,60.106,0,60.106,10.895,NA,1.441,343.673,NA
"PRT",2011,119.815,27.446,9.883,24.857,NA,NA,2.377,62.101,0,62.101,11.887,NA,1.385,350.157,NA
"PRT",2012,121.116,26.735,10.235,25.234,NA,NA,2.448,62.956,0,62.956,10.98,NA,1.447,349.58,NA
"PRT",2013,120.563,28.676,10.087,22.903,NA,NA,2.493,63.316,0,63.316,NA,NA,1.308,350.998,NA
"PRT",2014,118.341,27.975,10.054,21.887,NA,NA,2.548,63.792,0,63.792,11.762,NA,1.262,358.629,NA
"PRT",2015,122.277,28.946,10.273,22.346,NA,NA,2.595,65.135,0,65.135,12.119,NA,1.332,365.364,NA
"PRT",2016,126.735,29.44,10.626,22.846,NA,NA,2.69,66.796,0,66.796,12.486,NA,1.371,379.434,NA
"PRT",2017,130.539,29.845,11.043,23.414,NA,NA,2.782,68.976,0,68.976,13.008,NA,1.433,393.079,NA
"SVK",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.345,NA
"SVK",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.09,NA
"SVK",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.722,NA
"SVK",1998,NA,NA,NA,NA,NA,NA,NA,39.862,0,39.862,NA,NA,NA,132.529,NA
"SVK",1999,NA,NA,NA,NA,NA,NA,NA,39.026,0,39.026,NA,17.916,NA,136.719,56.942
"SVK",2000,NA,NA,NA,NA,NA,NA,NA,40.077,0,40.077,NA,18.074,NA,138.907,58.151
"SVK",2001,NA,NA,NA,NA,NA,NA,NA,39.073,0,39.073,NA,18.022,NA,140.567,57.095
"SVK",2002,NA,NA,NA,NA,NA,NA,1.087,37.265,0,37.265,NA,17.886,NA,140.409,55.151
"SVK",2003,NA,NA,NA,NA,NA,NA,1.456,35.113,0,35.113,NA,17.663,NA,139.216,52.776
"SVK",2004,NA,NA,NA,NA,NA,NA,1.739,34.007,0,34.007,NA,17.851,NA,131.569,51.858
"SVK",2005,NA,NA,NA,NA,NA,2.919,1.719,32.319,0,32.319,2.686,16.318,NA,122.414,48.637
"SVK",2006,NA,NA,NA,NA,NA,2.714,1.552,32.568,0,32.568,3.032,17.04,NA,121.732,49.608
"SVK",2007,NA,NA,NA,NA,NA,2.862,1.659,34.04,0,34.04,3.241,18.219,NA,126.76,52.259
"SVK",2008,NA,NA,NA,NA,NA,2.745,1.761,33.778,0,33.778,2.777,18.121,NA,127.911,51.899
"SVK",2009,NA,NA,NA,NA,10.576,2.633,1.769,32.708,0,32.708,2.917,17.798,1.642,121.97,50.506
"SVK",2010,NA,NA,NA,NA,10.09,2.663,1.874,32.745,0,32.745,3.267,18.11,1.73,123.295,50.855
"SVK",2011,NA,NA,NA,NA,10.297,2.618,1.837,32.043,0,32.043,3.382,17.849,1.703,124.994,49.892
"SVK",2012,NA,NA,NA,NA,9.749,2.665,1.765,31.478,0,31.478,3.522,18.193,1.709,124.625,49.671
"SVK",2013,NA,NA,NA,NA,8.928,2.586,1.775,31.128,0,31.128,3.333,18.355,1.726,123.989,49.483
"SVK",2014,NA,NA,NA,NA,8.894,2.642,1.795,31.166,0,31.166,3.644,18.574,1.818,128.973,49.74
"SVK",2015,NA,NA,NA,NA,10.019,2.647,1.76,30.904,0,30.904,3.826,18.719,1.901,130.858,49.623
"SVK",2016,NA,NA,NA,NA,11.554,2.701,1.834,31.183,0,31.183,4.183,18.864,1.905,134.583,50.047
"SVK",2017,NA,NA,NA,NA,9.826,2.723,1.736,30.732,0,30.732,4.243,18.608,1.833,137.107,49.34
"SVN",1980,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA,0.632,3.358,0.611,NA,NA
"SVN",1985,NA,NA,NA,NA,NA,1.025,NA,9.582,6.722,2.86,0.818,3.712,NA,NA,13.294
"SVN",1986,NA,NA,NA,NA,NA,1.064,NA,10.021,7.019,3.002,0.855,3.837,0.811,NA,13.858
"SVN",1987,NA,NA,NA,NA,NA,1.091,NA,10.229,7.174,3.055,0.91,3.997,0.844,NA,14.226
"SVN",1988,NA,NA,NA,NA,NA,1.11,NA,10.33,7.215,3.115,0.962,4.04,0.806,NA,14.37
"SVN",1989,NA,NA,NA,NA,NA,1.137,NA,10.362,7.289,3.073,0.629,4.119,0.723,NA,14.481
"SVN",1990,NA,NA,NA,NA,NA,1.127,NA,10.767,7.601,3.166,0.652,4.11,0.748,NA,14.877
"SVN",1991,NA,NA,NA,NA,NA,1.054,NA,11.996,8.9,3.096,NA,4.155,NA,NA,16.151
"SVN",1992,NA,NA,NA,NA,NA,1.053,NA,11.997,8.805,3.192,NA,4.169,NA,NA,16.166
"SVN",1993,NA,NA,NA,NA,NA,0.967,NA,11.739,8.766,2.973,0.715,4.039,0.75,NA,15.778
"SVN",1994,NA,NA,NA,NA,NA,1.055,NA,11.889,8.91,2.979,0.979,4.356,0.8,NA,16.245
"SVN",1995,NA,NA,NA,NA,NA,1.264,NA,12.705,9.644,3.061,0.971,4.216,0.842,43.11266,16.921
"SVN",1996,NA,NA,NA,NA,NA,1.128,NA,13.051,9.953,3.098,1.042,4.251,0.858,42.82692,17.302
"SVN",1997,NA,NA,NA,NA,NA,1.165,NA,13.313,10.126,3.187,1.055,4.436,0.86,42.66701,17.749
"SVN",1998,NA,NA,NA,NA,NA,1.201,NA,13.46,10.322,3.138,0.887,4.501,0.892,42.42746,17.961
"SVN",1999,NA,NA,NA,NA,NA,1.199,NA,13.779,10.57,3.209,0.917,4.486,0.904,43.8331,18.265
"SVN",2000,18.071,0.879,1.807,5.5,2.588,1.188,NA,13.934,10.713,3.221,1.079,4.483,0.867,44.01257,18.417
"SVN",2001,17.953,0.507,1.875,5.426,2.113,1.209,NA,14.485,11.146,3.339,1.215,4.526,0.863,44.81923,19.011
"SVN",2002,18.421,0.609,1.916,5.473,2.257,1.231,NA,14.54,11.136,3.404,1.255,4.636,0.844,46.02835,19.176
"SVN",2003,18.715,0.693,1.987,5.496,2.45,1.233,0.035,14.957,11.5,3.457,1.172,4.671,0.983,46.9877,19.628
"SVN",2004,18.842,0.57,1.89,5.589,2.543,1.226,0.049,15.046,11.512,3.534,1.381,4.767,0.954,48.15644,19.813
"SVN",2005,19.445,0.599,1.986,5.8,2.606,1.231,0.065,15.221,11.552,3.669,1.41,4.873,0.996,49.48783,20.094
"SVN",2006,19.644,0.586,2.002,5.892,2.444,1.238,0.077,15.505,11.701,3.804,1.521,4.91,0.986,50.21928,20.415
"SVN",2007,19.916,0.659,2.045,5.86,3.124,1.269,0.082,15.897,11.972,3.925,1.564,4.981,0.982,51.01826,20.878
"SVN",2008,20.033,0.657,2.063,5.913,3.088,1.25,0.095,16.249,12.192,4.057,1.545,5.015,1.007,52.37325,21.264
"SVN",2009,20.375,0.686,2.096,5.952,3.288,1.272,0.098,16.685,12.396,4.289,1.682,5.069,1.012,53.61655,21.754
"SVN",2010,20.616,0.669,2.12,5.905,3.351,1.298,0.108,17.112,12.631,4.481,1.755,5.132,1.019,54.79785,22.244
"SVN",2011,20.76,0.669,2.133,5.887,3.211,1.319,0.114,17.453,12.814,4.639,1.808,5.272,1.014,55.89838,22.725
