"location","year","pop"
"AUS",1970,12663.469
"AUS",1971,13198.38
"AUS",1972,13409.288
"AUS",1973,13614.344
"AUS",1974,13831.978
"AUS",1975,13968.881
"AUS",1976,14110.107
"AUS",1977,14281.533
"AUS",1978,14430.83
"AUS",1979,14602.481
"AUS",1980,14807.37
"AUS",1981,14923.3
"AUS",1982,15184.2
"AUS",1983,15393.5
"AUS",1984,15579.4
"AUS",1985,15788.3
"AUS",1986,16018.4
"AUS",1987,16263.9
"AUS",1988,16532.2
"AUS",1989,16814.4
"AUS",1990,17065.1
"AUS",1991,17284
"AUS",1992,17478.6
"AUS",1993,17634.8
"AUS",1994,17805.5
"AUS",1995,18004.9
"AUS",1996,18224.8
"AUS",1997,18423
"AUS",1998,18607.6
"AUS",1999,18812.3
"AUS",2000,19028.8
"AUS",2001,19274.7
"AUS",2002,19495.2
"AUS",2003,19720.7
"AUS",2004,19932.7
"AUS",2005,20176.8
"AUS",2006,20451
"AUS",2007,20827.6
"AUS",2008,21249.2
"AUS",2009,21691.7
"AUS",2010,22031.8
"AUS",2011,22340
"AUS",2012,22733.5
"AUS",2013,23128.1
"AUS",2014,23475.7
"AUS",2015,23816
"AUS",2016,24190.9
"AUS",2017,24601.9
"AUS",2018,24992.9
"AUT",1970,7466.531215
"AUT",1971,7500.529081
"AUT",1972,7543.526381
"AUT",1973,7585.523744
"AUT",1974,7598.522928
"AUT",1975,7578.524184
"AUT",1976,7565.525
"AUT",1977,7568.43
"AUT",1978,7562.305
"AUT",1979,7549.425
"AUT",1980,7549.433
"AUT",1981,7568.71
"AUT",1982,7574.14
"AUT",1983,7561.91
"AUT",1984,7561.434
"AUT",1985,7564.984
"AUT",1986,7569.794
"AUT",1987,7574.586
"AUT",1988,7585.317
"AUT",1989,7619.566
"AUT",1990,7677.85
"AUT",1991,7754.891
"AUT",1992,7840.709
"AUT",1993,7905.632
"AUT",1994,7936.118
"AUT",1995,7948.278
"AUT",1996,7959.016
"AUT",1997,7968.041
"AUT",1998,7976.789
"AUT",1999,7992.323
"AUT",2000,8011.566
"AUT",2001,8042.293
"AUT",2002,8082.121
"AUT",2003,8118.245
"AUT",2004,8169.441
"AUT",2005,8225.278
"AUT",2006,8267.948
"AUT",2007,8295.189
"AUT",2008,8321.541
"AUT",2009,8341.483
"AUT",2010,8361.069
"AUT",2011,8388.534
"AUT",2012,8426.311
"AUT",2013,8477.23
"AUT",2014,8543.932
"AUT",2015,8629.519
"AUT",2016,8739.806
"AUT",2017,8795.073
"AUT",2018,8837.707
"BEL",1970,9625.111808
"BEL",1971,9660.065005
"BEL",1972,9696.016865
"BEL",1973,9724.978086
"BEL",1974,9754.937969
"BEL",1975,9781.901864
"BEL",1976,9797.880468
"BEL",1977,9808.865759
"BEL",1978,9816.855061
"BEL",1979,9823.8457
"BEL",1980,9833.832328
"BEL",1981,9840.822967
"BEL",1982,9848.81227
"BEL",1983,9853.805584
"BEL",1984,9854.805564
"BEL",1985,9856.805524
"BEL",1986,9858.805485
"BEL",1987,9869.805268
"BEL",1988,9903.804597
"BEL",1989,9939.803887
"BEL",1990,9967.803334
"BEL",1991,10005.802585
"BEL",1992,10046.801776
"BEL",1993,10085.801006
"BEL",1994,10115.800414
"BEL",1995,10136.8
"BEL",1996,10156.6
"BEL",1997,10180.7
"BEL",1998,10202.4
"BEL",1999,10226.4
"BEL",2000,10251.2
"BEL",2001,10286.6
"BEL",2002,10332.8
"BEL",2003,10376.1
"BEL",2004,10421.1
"BEL",2005,10478.6
"BEL",2006,10548
"BEL",2007,10625.7
"BEL",2008,10710
"BEL",2009,10796.5
"BEL",2010,10895.6
"BEL",2011,10993.6
"BEL",2012,11067.8
"BEL",2013,11125
"BEL",2014,11179.8
"BEL",2015,11238.5
"BEL",2016,11295
"BEL",2017,11349.1
"BEL",2018,11403.7
"CAN",1970,21680.19
"CAN",1971,21962.032
"CAN",1972,22218.463
"CAN",1973,22491.777
"CAN",1974,22807.969
"CAN",1975,23143.275
"CAN",1976,23449.808
"CAN",1977,23725.843
"CAN",1978,23963.203
"CAN",1979,24201.544
"CAN",1980,24515.667
"CAN",1981,24819.915
"CAN",1982,25116.942
"CAN",1983,25366.451
"CAN",1984,25607.053
"CAN",1985,25842.116
"CAN",1986,26100.278
"CAN",1987,26446.601
"CAN",1988,26791.747
"CAN",1989,27276.781
"CAN",1990,27691.138
"CAN",1991,28037.42
"CAN",1992,28371.264
"CAN",1993,28684.764
"CAN",1994,29000.663
"CAN",1995,29302.311
"CAN",1996,29610.218
"CAN",1997,29905.948
"CAN",1998,30155.173
"CAN",1999,30401.286
"CAN",2000,30685.73
"CAN",2001,31020.596
"CAN",2002,31358.418
"CAN",2003,31641.63
"CAN",2004,31938.004
"CAN",2005,32242.364
"CAN",2006,32570.505
"CAN",2007,32887.928
"CAN",2008,33245.773
"CAN",2009,33628.571
"CAN",2010,34005.274
"CAN",2011,34342.78
"CAN",2012,34750.545
"CAN",2013,35152.37
"CAN",2014,35535.348
"CAN",2015,35702.908
"CAN",2016,36109.487
"CAN",2017,36540.268
"CAN",2018,37058.856
"CZE",1970,9805
"CZE",1971,9831
"CZE",1972,9868
"CZE",1973,9922
"CZE",1974,9989
"CZE",1975,10062
"CZE",1976,10128
"CZE",1977,10189
"CZE",1978,10246
"CZE",1979,10297
"CZE",1980,10327
"CZE",1981,10303
"CZE",1982,10314
"CZE",1983,10323
"CZE",1984,10331
"CZE",1985,10337
"CZE",1986,10341
"CZE",1987,10349
"CZE",1988,10356
"CZE",1989,10362
"CZE",1990,10362.74
"CZE",1991,10308.682
"CZE",1992,10317.807
"CZE",1993,10330.607
"CZE",1994,10336.162
"CZE",1995,10330.759
"CZE",1996,10315.353
"CZE",1997,10303.642
"CZE",1998,10294.943
"CZE",1999,10282.784
"CZE",2000,10272.503
"CZE",2001,10224.192
"CZE",2002,10200.774
"CZE",2003,10201.651
"CZE",2004,10206.923
"CZE",2005,10234.092
"CZE",2006,10266.646
"CZE",2007,10322.689
"CZE",2008,10429.692
"CZE",2009,10491.492
"CZE",2010,10517.247
"CZE",2011,10496.672
"CZE",2012,10509.286
"CZE",2013,10510.719
"CZE",2014,10524.783
"CZE",2015,10542.942
"CZE",2016,10565.284
"CZE",2017,10589.526
"CZE",2018,10626.43
"DNK",1970,4938
"DNK",1971,4963
"DNK",1972,4992
"DNK",1973,5022
"DNK",1974,5045
"DNK",1975,5060
"DNK",1976,5073
"DNK",1977,5089
"DNK",1978,5105
"DNK",1979,5118
"DNK",1980,5124
"DNK",1981,5122
"DNK",1982,5118
"DNK",1983,5114
"DNK",1984,5111
"DNK",1985,5113
"DNK",1986,5120
"DNK",1987,5127
"DNK",1988,5130
"DNK",1989,5132
"DNK",1990,5140
"DNK",1991,5154
"DNK",1992,5171
"DNK",1993,5189
"DNK",1994,5206
"DNK",1995,5230
"DNK",1996,5262
"DNK",1997,5285
"DNK",1998,5303
"DNK",1999,5321
"DNK",2000,5338
"DNK",2001,5357
"DNK",2002,5376
"DNK",2003,5390
"DNK",2004,5403
"DNK",2005,5419
"DNK",2006,5437
"DNK",2007,5460
"DNK",2008,5493
"DNK",2009,5523
"DNK",2010,5547
"DNK",2011,5570
"DNK",2012,5591
"DNK",2013,5613
"DNK",2014,5643
"DNK",2015,5682
"DNK",2016,5729
"DNK",2017,5767
"DNK",2018,5794
"FIN",1970,4606
"FIN",1971,4612
"FIN",1972,4640
"FIN",1973,4666
"FIN",1974,4691
"FIN",1975,4711.4
"FIN",1976,4725.7
"FIN",1977,4738.9
"FIN",1978,4752.5
"FIN",1979,4764.7
"FIN",1980,4779.5
"FIN",1981,4800
"FIN",1982,4826.9
"FIN",1983,4855.8
"FIN",1984,4881.8
"FIN",1985,4902.2
"FIN",1986,4918.2
"FIN",1987,4932.1
"FIN",1988,4946.5
"FIN",1989,4964.4
"FIN",1990,4986.4
"FIN",1991,5013.7
"FIN",1992,5042
"FIN",1993,5066.4
"FIN",1994,5088.3
"FIN",1995,5107.8
"FIN",1996,5124.6
"FIN",1997,5139.8
"FIN",1998,5153.5
"FIN",1999,5165.5
"FIN",2000,5176.2
"FIN",2001,5188
"FIN",2002,5200.6
"FIN",2003,5213
"FIN",2004,5228.2
"FIN",2005,5246.1
"FIN",2006,5266.3
"FIN",2007,5288.7
"FIN",2008,5313.4
"FIN",2009,5338.9
"FIN",2010,5363.4
"FIN",2011,5388.3
"FIN",2012,5414
"FIN",2013,5439
"FIN",2014,5462.5
"FIN",2015,5480.5
"FIN",2016,5495.3
"FIN",2017,5508.2
"FIN",2018,5516.2
"FRA",1970,51944
"FRA",1971,52439
"FRA",1972,52907
"FRA",1973,53333
"FRA",1974,53682
"FRA",1975,53932
"FRA",1976,54149
"FRA",1977,54395
"FRA",1978,54634
"FRA",1979,54873
"FRA",1980,55157
"FRA",1981,55470
"FRA",1982,55805
"FRA",1983,56107
"FRA",1984,56381
"FRA",1985,56663
"FRA",1986,56953
"FRA",1987,57263
"FRA",1988,57594
"FRA",1989,57938
"FRA",1990,58256
"FRA",1991,58548
"FRA",1992,58839
"FRA",1993,59095
"FRA",1994,59315
"FRA",1995,59530
"FRA",1996,59742
"FRA",1997,59955
"FRA",1998,60176
"FRA",1999,60487
"FRA",2000,60903
"FRA",2001,61348
"FRA",2002,61796
"FRA",2003,62235
"FRA",2004,62695
"FRA",2005,63168
"FRA",2006,63609
"FRA",2007,64003
"FRA",2008,64361
"FRA",2009,64692
"FRA",2010,65011
"FRA",2011,65330
"FRA",2012,65651
"FRA",2013,65991
"FRA",2014,66312
"FRA",2015,66581
"FRA",2016,66828
"FRA",2017,67063
"FRA",2018,67274
"DEU",1970,77709
"DEU",1971,78345
"DEU",1972,78715
"DEU",1973,78956
"DEU",1974,78979
"DEU",1975,78679
"DEU",1976,78317
"DEU",1977,78165
"DEU",1978,78082
"DEU",1979,78104
"DEU",1980,78303
"DEU",1981,78418
"DEU",1982,78335
"DEU",1983,78122
"DEU",1984,77846
"DEU",1985,77668
"DEU",1986,77690
"DEU",1987,77718
"DEU",1988,78115
"DEU",1989,78677
"DEU",1990,79364
"DEU",1991,79973
"DEU",1992,80500
"DEU",1993,80946
"DEU",1994,81147
"DEU",1995,81308
"DEU",1996,81466
"DEU",1997,81510
"DEU",1998,81446
"DEU",1999,81422
"DEU",2000,81457
"DEU",2001,81517
"DEU",2002,81578
"DEU",2003,81549
"DEU",2004,81456
"DEU",2005,81337
"DEU",2006,81173
"DEU",2007,80992
"DEU",2008,80764
